,MSE,RMSE,PSNR,SSIM,NMSE,PCC,SNR,Avg Inference Time,Parameters
16to64chs_spatial,10189.739315 ± 112.903,100.942687 ± 0.560,-40.0814 ± 0.048,-0.0000 ± 0.000,1.008744 ± 0.001,-0.4436 ± 0.032,-0.0378 ± 0.003,0.783107 ± 0.074,0.23M
