Model,MSE,RMSE,PSNR,SSIM,NMSE,PCC,SNR,Avg Inference Time
16to64chs_spatial,0.274753±0.0000,0.513260±0.0000,5.994700±0.0000,0.193900±0.0000,0.541111±0.0000,0.842700±0.0000,6.918700±0.0000,0.008515±0.0000
