Model,MSE,RMSE,PSNR,SSIM,NMSE,PCC,SNR,Avg Inference Time
16to64chs_spatial,9811.572668±0.0000,99.052502±0.0000,-39.917200±0.0000,0.000000±0.0000,1.008023±0.0000,-0.404900±0.0000,-0.034700±0.0000,0.779593±0.0000
