,MSE,RMSE,PSNR,SSIM,NMSE,PCC,SNR,Avg Inference Time,Parameters
x8_temporal,0.003076 ± 0.003,0.051744 ± 0.020,26.2438 ± 2.900,0.8349 ± 0.075,0.269847 ± 0.276,0.9092 ± 0.074,9.2723 ± 4.686,0.008982 ± 0.001,0.42M
